County,Year,Variable,Value,CI_Low,CI_High
Laurens,2011,YPLL Rate,11041.4,9975.5,12107.2
Worth,2011,% Excessive Drinking,8.8,4.5,16.5
Lee,2011,Homicide Rate,2.4,0.8,5.6
Laurens,2011,ACSC Rate,88.6064,83.3461,93.8667
Richmond,2011,Mammography Rate,64.5485,58.109,70.9879
Wilkes,2011,% Children in Poverty,31.9,23.7,40.1
Lamar,2011,ACSC Rate,79.7649,69.8968,89.6329
Wilcox,2011,% Uninsured,21.8,17.7,25.9
Treutlen,2011,% Uninsured,21.6,17.4,25.8
Turner,2011,% Children in Poverty,41.4,30.8,52.0
Lee,2011,ACSC Rate,77.824,67.2476,88.4004
Jeff Davis,2011,Teen Birth Rate,105.5,94.0,117.0
Richmond,2011,% Children in Poverty,36.8,31.0,42.6
Effingham,2011,YPLL Rate,7602.7,6742.4,8463.1
Tattnall,2011,% Children in Poverty,31.8,23.6,40.0
Union,2011,Teen Birth Rate,49.1,41.7,56.5
Putnam,2011,Mammography Rate,64.2857,50.2857,78.2857
Tift,2011,% Uninsured,26.4,22.0,30.8
Terrell,2011,% Children in Poverty,38.9,29.3,48.5
Morgan,2011,Mammography Rate,72.3684,53.2424,91.4944
Monroe,2011,YPLL Rate,9302.1,7877.0,10727.1
Murray,2011,ACSC Rate,121.6635,112.3031,131.0239
Chatham,2011,Homicide Rate,14.8,13.0,16.7
Tattnall,2011,% Excessive Drinking,15.9,9.1,26.3
Barrow,2011,Teen Birth Rate,60.0,55.5,64.4
Stewart,2011,% Children in Poverty,40.2,29.9,50.5
Banks,2011,% Excessive Drinking,8.2,3.4,18.5
Telfair,2011,% Uninsured,15.1,11.9,18.3
Putnam,2011,% Children in Poverty,27.2,20.1,34.3
Heard,2011,Mammography Rate,66.6667,42.8103,90.523
Greene,2011,% Children in Poverty,31.6,23.5,39.7
Long,2011,% Excessive Drinking,10.9,4.5,24.1
White,2011,% Excessive Drinking,4.9,1.9,12.1
Oconee,2011,Homicide Rate,2.5,0.8,5.8
Decatur,2011,% Uninsured,21.6,17.7,25.5
Fulton,2011,% Children in Poverty,19.7,16.8,22.6
Hall,2011,% Excessive Drinking,11.5,8.2,15.9
Haralson,2011,% Excessive Drinking,14.1,7.3,25.5
Hancock,2011,% Children in Poverty,39.8,29.6,50.0
Hancock,2011,% Uninsured,18.0,14.2,21.8
Decatur,2011,Teen Birth Rate,80.8,74.2,87.4
Hancock,2011,Teen Birth Rate,73.4,61.8,85.0
Hall,2011,% Children in Poverty,19.7,15.6,23.8
Douglas,2011,% Excessive Drinking,10.6,7.0,15.7
McDuffie,2011,Mammography Rate,67.7419,47.2544,88.2294
Harris,2011,YPLL Rate,7260.3,6166.1,8354.5
Echols,2011,% Children in Poverty,36.7,27.0,46.4
Rabun,2011,YPLL Rate,7730.5,6287.7,9405.3
Quitman,2011,Homicide Rate,11.0,1.3,39.8
Hancock,2011,% Excessive Drinking,N/A,N/A,N/A
Tattnall,2011,ACSC Rate,124.3144,114.3338,134.2949
Coweta,2011,Teen Birth Rate,49.6,46.7,52.4
Clarke,2011,% Uninsured,36.8,31.5,42.1
Muscogee,2011,% Excessive Drinking,17.5,14.3,21.2
Oglethorpe,2011,YPLL Rate,8231.9,6638.6,10092.2
Oglethorpe,2011,Teen Birth Rate,44.3,36.7,52.0
Appling,2011,% Children in Poverty,31.3,23.4,39.2
Hall,2011,% Uninsured,29.3,24.8,33.8
Atkinson,2011,YPLL Rate,10412.5,8237.4,12985.9
Liberty,2011,Mammography Rate,67.0213,50.4713,83.5713
Henry,2011,YPLL Rate,7319.6,6898.2,7740.9
Charlton,2011,% Children in Poverty,29.2,21.5,36.9
Clayton,2011,% Excessive Drinking,9.7,7.7,12.2
Clay,2011,% Children in Poverty,50.4,37.0,63.8
Clay,2011,% Uninsured,18.6,14.8,22.4
Clay,2011,% Excessive Drinking,N/A,N/A,N/A
Wheeler,2011,ACSC Rate,164.063,131.2436,196.8825
Clarke,2011,% Children in Poverty,26.2,20.3,32.1
Union,2011,ACSC Rate,55.3166,49.949,60.6843
White,2011,ACSC Rate,58.6872,52.6746,64.6998
Greene,2011,Teen Birth Rate,64.4,55.7,73.0
Twiggs,2011,YPLL Rate,10903.4,8635.8,13584.2
Habersham,2011,% Children in Poverty,19.6,14.5,24.7
Greene,2011,% Uninsured,24.2,19.9,28.5
Coweta,2011,% Excessive Drinking,16.4,10.4,25.0
Brooks,2011,ACSC Rate,77.2947,68.3521,86.2373
Gilmer,2011,Teen Birth Rate,95.5,86.8,104.2
Cook,2011,% Children in Poverty,31.2,23.4,39.0
Stewart,2011,YPLL Rate,14543.1,10625.9,19431.7
Macon,2011,Teen Birth Rate,62.9,54.5,71.3
Tattnall,2011,Mammography Rate,64.6018,49.7821,79.4215
Cobb,2011,% Excessive Drinking,16.7,14.3,19.5
Clayton,2011,% Uninsured,21.1,18.0,24.2
Haralson,2011,Homicide Rate,7.2,4.0,12.2
Grady,2011,% Children in Poverty,32.9,24.8,41.0
Gwinnett,2011,ACSC Rate,60.7675,58.9451,62.59
Crisp,2011,% Children in Poverty,43.9,33.8,54.0
Webster,2011,Homicide Rate,12.7,1.5,45.8
Hart,2011,YPLL Rate,9564.2,8148.5,10979.9
Harris,2011,Mammography Rate,61.1765,44.5485,77.8044
Dawson,2011,% Uninsured,26.5,21.8,31.2
Glascock,2011,Teen Birth Rate,54.3,33.8,74.8
Walker,2011,YPLL Rate,10644.1,9735.5,11552.7
Walker,2011,Teen Birth Rate,78.0,73.2,82.7
Pierce,2011,Homicide Rate,2.6,0.5,7.5
Tift,2011,Homicide Rate,12.5,8.4,16.6
Toombs,2011,YPLL Rate,10793.0,9435.7,12150.3
Haralson,2011,Mammography Rate,49.4737,35.3294,63.618
Tift,2011,Mammography Rate,69.1729,55.0378,83.308
Grady,2011,ACSC Rate,70.7178,63.1108,78.3248
Twiggs,2011,% Uninsured,20.3,16.5,24.1
Hart,2011,ACSC Rate,89.2287,81.9099,96.5476
Hart,2011,Mammography Rate,57.9365,44.6458,71.2272
Union,2011,Homicide Rate,1.5,0.2,5.3
Brooks,2011,Mammography Rate,54.717,34.802,74.6319
Johnson,2011,% Excessive Drinking,N/A,N/A,N/A
Carroll,2011,YPLL Rate,9258.0,8639.1,9876.9
Glascock,2011,% Excessive Drinking,N/A,N/A,N/A
Putnam,2011,% Excessive Drinking,13.7,6.8,25.7
Pike,2011,YPLL Rate,9103.7,7493.3,10714.1
Jones,2011,ACSC Rate,65.2905,55.9574,74.6236
Troup,2011,Teen Birth Rate,80.5,76.0,85.1
Rockdale,2011,% Children in Poverty,19.0,14.6,23.4
Murray,2011,% Children in Poverty,19.9,14.8,25.0
Jones,2011,% Uninsured,19.9,16.4,23.4
Lamar,2011,Homicide Rate,4.3,1.4,10.1
Gilmer,2011,% Uninsured,28.2,23.5,32.9
Colquitt,2011,% Excessive Drinking,9.1,5.3,15.3
Troup,2011,% Children in Poverty,25.8,20.2,31.4
Wheeler,2011,% Children in Poverty,35.6,26.2,45.0
Wilcox,2011,% Children in Poverty,35.6,26.5,44.7
Worth,2011,Homicide Rate,6.0,2.7,11.3
Dougherty,2011,% Excessive Drinking,12.7,9.6,16.8
Echols,2011,Teen Birth Rate,33.6,21.8,45.4
Peach,2011,YPLL Rate,11176.5,9681.6,12671.5
Turner,2011,Teen Birth Rate,91.1,79.4,102.8
Screven,2011,Mammography Rate,56.338,38.8787,73.7974
Screven,2011,ACSC Rate,101.6336,91.7596,111.5077
Johnson,2011,% Children in Poverty,32.1,23.9,40.3
Toombs,2011,% Children in Poverty,34.7,26.0,43.4
Troup,2011,Homicide Rate,5.1,3.0,7.3
Murray,2011,% Uninsured,20.2,16.4,24.0
Seminole,2011,% Uninsured,20.6,16.8,24.4
Macon,2011,Mammography Rate,53.7037,34.1575,73.2499
Jeff Davis,2011,Homicide Rate,5.5,1.8,12.9
Johnson,2011,YPLL Rate,10142.8,8249.2,12341.0
Gordon,2011,% Children in Poverty,18.5,13.8,23.2
Worth,2011,Teen Birth Rate,51.9,46.2,57.6
Jones,2011,% Excessive Drinking,15.2,7.9,27.2
Richmond,2011,Homicide Rate,10.0,8.3,11.6
Lamar,2011,% Excessive Drinking,N/A,N/A,N/A
Lincoln,2011,YPLL Rate,9937.5,7516.3,12890.4
Chattooga,2011,% Uninsured,17.8,14.2,21.4
Clayton,2011,Teen Birth Rate,62.1,60.2,64.0
Jasper,2011,Homicide Rate,1.1,0.0,6.3
Liberty,2011,ACSC Rate,62.3938,55.631,69.1565
Irwin,2011,Mammography Rate,75.0,42.922,100.0
Taylor,2011,YPLL Rate,11304.1,9036.3,13968.2
Towns,2011,% Children in Poverty,23.0,16.9,29.1
Greene,2011,Mammography Rate,54.023,38.5781,69.4679
Washington,2011,% Excessive Drinking,N/A,N/A,N/A
Richmond,2011,ACSC Rate,59.8811,57.3446,62.4176
Worth,2011,% Children in Poverty,31.5,23.6,39.4
Douglas,2011,% Uninsured,23.4,19.8,27.0
Clarke,2011,Teen Birth Rate,27.8,26.2,29.4
Jones,2011,Teen Birth Rate,28.3,24.1,32.5
Turner,2011,% Excessive Drinking,7.9,3.3,17.8
Johnson,2011,% Uninsured,23.2,19.3,27.1
Lowndes,2011,% Children in Poverty,24.1,19.0,29.2
Lee,2011,% Excessive Drinking,12.1,6.9,20.5
Lumpkin,2011,% Excessive Drinking,9.8,5.6,16.8
Jenkins,2011,% Children in Poverty,39.3,29.1,49.5
Wayne,2011,% Uninsured,20.2,16.4,24.0
Laurens,2011,% Children in Poverty,31.0,23.9,38.1
Johnson,2011,Teen Birth Rate,76.8,64.8,88.9
Paulding,2011,Homicide Rate,3.8,2.4,5.2
Dougherty,2011,Teen Birth Rate,75.4,72.2,78.6
Lowndes,2011,Teen Birth Rate,62.9,59.9,65.9
Schley,2011,% Uninsured,22.0,17.7,26.3
Rabun,2011,Homicide Rate,1.8,0.2,6.5
Towns,2011,% Excessive Drinking,10.0,4.4,21.3
Haralson,2011,ACSC Rate,97.075,88.6415,105.5084
Richmond,2011,YPLL Rate,11372.2,10859.5,11884.8
Randolph,2011,Homicide Rate,5.8,1.2,16.8
Chattooga,2011,YPLL Rate,10777.8,9365.6,12190.1
Chattooga,2011,ACSC Rate,70.2232,63.3923,77.054
Chattooga,2011,Mammography Rate,72.6415,56.4161,88.8669
Pierce,2011,Teen Birth Rate,91.3,81.5,101.1
Thomas,2011,Mammography Rate,71.6,61.1108,82.0892
Troup,2011,ACSC Rate,82.2855,77.6044,86.9667
Lamar,2011,Mammography Rate,48.1928,33.2577,63.1279
Dodge,2011,% Excessive Drinking,15.1,7.8,27.1
Effingham,2011,% Excessive Drinking,16.7,11.3,23.9
Pickens,2011,YPLL Rate,8656.9,7425.6,9888.3
Peach,2011,Homicide Rate,3.5,1.3,7.6
Peach,2011,Mammography Rate,60.7477,45.9794,75.5159
Peach,2011,ACSC Rate,80.6887,73.4169,87.9604
Wilkes,2011,% Excessive Drinking,N/A,N/A,N/A
Wheeler,2011,Teen Birth Rate,83.6,67.7,99.5
Gwinnett,2011,% Excessive Drinking,15.0,12.7,17.6
Brantley,2011,YPLL Rate,13646.0,11503.3,15788.6
Greene,2011,ER Visit Rate-Falls,2788.3,N/A,N/A
Upson,2011,ER Visit Rate-All Other Unintentional Injury,7172.8,N/A,N/A
Hall,2011,ER Visit Rate-All Other Unintentional Injury,2410.2,N/A,N/A
Lowndes,2011,% Excessive Drinking,14.1,11.0,17.9
Jasper,2011,Mammography Rate,60.4167,38.4272,82.4061
Atkinson,2011,ER Visit Rate-All Other Unintentional Injury,2222.8,N/A,N/A
Douglas,2011,Mammography Rate,62.6812,53.3407,72.0217
Lee,2011,% Children in Poverty,12.7,9.5,15.9
Crawford,2011,ER Visit Rate-Falls,1981.4,N/A,N/A
Walker,2011,ER Visit Rate-All Other Unintentional Injury,3491.7,N/A,N/A
Jeff Davis,2011,ACSC Rate,175.1051,159.6007,190.6096
Upson,2011,% Excessive Drinking,N/A,N/A,N/A
Union,2011,% Uninsured,26.3,21.8,30.8
Echols,2011,ACSC Rate,104.7882,58.8628,150.7137
Echols,2011,Homicide Rate,7.2,0.9,26.0
Hart,2011,Teen Birth Rate,51.7,45.3,58.2
Lamar,2011,% Children in Poverty,22.3,16.5,28.1
Tift,2011,ER Visit Rate-All Other Unintentional Injury,7028.3,N/A,N/A
Burke,2011,% Excessive Drinking,10.9,5.9,19.4
Charlton,2011,% Excessive Drinking,7.7,3.3,17.3
Upson,2011,Teen Birth Rate,73.9,66.9,80.8
Polk,2011,% Uninsured,23.4,19.2,27.6
Baldwin,2011,ER Visit Rate-All Other Unintentional Injury,3928.7,N/A,N/A
Union,2011,% Excessive Drinking,7.9,4.1,14.4
Burke,2011,% Uninsured,20.3,16.6,24.0
Camden,2011,% Uninsured,23.5,19.6,27.4
Camden,2011,% Children in Poverty,16.9,12.8,21.0
Candler,2011,Teen Birth Rate,124.6,109.5,139.6
Lanier,2011,% Children in Poverty,31.8,23.8,39.8
Berrien,2011,% Uninsured,19.2,15.5,22.9
Franklin,2011,ER Visit Rate-Falls,3750.5,N/A,N/A
Fannin,2011,ER Visit Rate-Falls,2910.4,N/A,N/A
Jefferson,2011,ER Visit Rate-Falls,2866.6,N/A,N/A
Butts,2011,ER Visit Rate-Falls,3293.1,N/A,N/A
Douglas,2011,YPLL Rate,8492.5,7936.8,9048.1
Lowndes,2011,ACSC Rate,77.4209,73.4509,81.3909
Upson,2011,YPLL Rate,10312.3,9026.7,11597.8
Walton,2011,ER Visit Rate-All Other Unintentional Injury,5873.7,N/A,N/A
Appling,2011,ER Visit Rate-Falls,3045.6,N/A,N/A
Lowndes,2011,Mammography Rate,68.6391,59.8066,77.4715
Bibb,2011,ER Visit Rate-Falls,2381.9,N/A,N/A
Richmond,2011,ER Visit Rate-All Other Unintentional Injury,5168.1,N/A,N/A
Henry,2011,ER Visit Rate-All Other Unintentional Injury,3397.0,N/A,N/A
Cherokee,2011,ER Visit Rate-Falls,1943.8,N/A,N/A
Liberty,2011,ER Visit Rate-All Other Unintentional Injury,4035.1,N/A,N/A
Cherokee,2011,ER Visit Rate-All Other Unintentional Injury,3096.9,N/A,N/A
Chatham,2011,ER Visit Rate-All Other Unintentional Injury,3858.7,N/A,N/A
Catoosa,2011,ER Visit Rate-All Other Unintentional Injury,2233.1,N/A,N/A
Carroll,2011,ER Visit Rate-All Other Unintentional Injury,5760.2,N/A,N/A
Barrow,2011,ER Visit Rate-All Other Unintentional Injury,5298.1,N/A,N/A
Effingham,2011,ER Visit Rate-Falls,2345.5,N/A,N/A
Douglas,2011,ER Visit Rate-Falls,2668.8,N/A,N/A
Coweta,2011,ER Visit Rate-All Other Unintentional Injury,3546.3,N/A,N/A
Jeff Davis,2011,Mammography Rate,57.971,40.0056,75.9364
Muscogee,2011,ER Visit Rate-Falls,1944.3,N/A,N/A
Houston,2011,ER Visit Rate-All Other Unintentional Injury,4165.4,N/A,N/A
Lowndes,2011,ER Visit Rate-Falls,2078.9,N/A,N/A
Camden,2011,ER Visit Rate-Falls,1981.7,N/A,N/A
Wheeler,2011,ER Visit Rate-All Other Unintentional Injury,3552.1,N/A,N/A
Carroll,2011,ER Visit Rate-Falls,3103.7,N/A,N/A
Gwinnett,2011,ER Visit Rate-Falls,1572.7,N/A,N/A
Brooks,2011,ER Visit Rate-Falls,2731.4,N/A,N/A
Bibb,2011,ER Visit Rate-All Other Unintentional Injury,3478.2,N/A,N/A
Houston,2011,ER Visit Rate-Falls,2151.8,N/A,N/A
Bartow,2011,ER Visit Rate-All Other Unintentional Injury,5363.4,N/A,N/A
Bulloch,2011,ER Visit Rate-All Other Unintentional Injury,3795.2,N/A,N/A
Columbia,2011,ER Visit Rate-All Other Unintentional Injury,2714.8,N/A,N/A
Camden,2011,ER Visit Rate-All Other Unintentional Injury,4443.6,N/A,N/A
Taliaferro,2011,ER Visit Rate-Falls,2407.5,N/A,N/A
Talbot,2011,ER Visit Rate-Falls,1585.0,N/A,N/A
Terrell,2011,ER Visit Rate-All Other Unintentional Injury,4099.2,N/A,N/A
Telfair,2011,ER Visit Rate-All Other Unintentional Injury,2702.9,N/A,N/A
Taylor,2011,ER Visit Rate-All Other Unintentional Injury,4835.9,N/A,N/A
Tattnall,2011,ER Visit Rate-All Other Unintentional Injury,3811.1,N/A,N/A
Fulton,2011,ER Visit Rate-All Other Unintentional Injury,2859.0,N/A,N/A
Paulding,2011,ER Visit Rate-All Other Unintentional Injury,4795.8,N/A,N/A
Henry,2011,ER Visit Rate-Falls,1931.4,N/A,N/A
Telfair,2011,ER Visit Rate-Falls,1824.7,N/A,N/A
Catoosa,2011,ER Visit Rate-Falls,1338.9,N/A,N/A
Lamar,2011,% Uninsured,18.1,14.5,21.7
Dougherty,2011,ACSC Rate,62.6558,59.344,65.9676
Heard,2011,ACSC Rate,80.4347,68.6513,92.2182
Pulaski,2011,% Excessive Drinking,10.3,5.9,17.3
Evans,2011,ER Visit Rate-Falls,3479.4,N/A,N/A
Lamar,2011,Teen Birth Rate,48.4,42.0,54.7
Emanuel,2011,Mammography Rate,59.375,43.9608,74.7892
Bartow,2011,Teen Birth Rate,81.9,77.8,86.0
Marion,2011,Teen Birth Rate,80.4,67.2,93.6
Macon,2011,Homicide Rate,5.2,1.7,12.1
Lanier,2011,Teen Birth Rate,71.9,59.4,84.5
McDuffie,2011,ACSC Rate,94.5141,85.5703,103.458
McDuffie,2011,Homicide Rate,8.7,4.6,14.9
McIntosh,2011,YPLL Rate,10343.9,8323.3,12706.8
McIntosh,2011,Teen Birth Rate,69.2,59.0,79.4
Lumpkin,2011,Mammography Rate,70.5263,53.6386,87.414
Long,2011,ACSC Rate,98.2699,80.07,116.4697
Madison,2011,YPLL Rate,8915.2,7710.9,10119.6
Camden,2011,Teen Birth Rate,60.8,56.5,65.2
Hancock,2011,ER Visit Rate-Falls,1436.2,N/A,N/A
Early,2011,Mammography Rate,47.7273,27.314,68.1406
Taliaferro,2011,Teen Birth Rate,71.3,45.3,97.2
Towns,2011,ER Visit Rate-All Other Unintentional Injury,5164.5,N/A,N/A
Camden,2011,% Excessive Drinking,16.5,11.9,22.5
Pike,2011,% Uninsured,23.2,19.1,27.3
Lowndes,2011,Homicide Rate,5.4,3.7,7.2
Laurens,2011,Teen Birth Rate,74.0,68.9,79.2
Jenkins,2011,ACSC Rate,118.0708,104.141,132.0006
Walker,2011,% Excessive Drinking,9.9,5.7,16.6
Baldwin,2011,% Uninsured,20.1,16.8,23.4
Whitfield,2011,ER Visit Rate-All Other Unintentional Injury,4255.5,N/A,N/A
Heard,2011,ER Visit Rate-All Other Unintentional Injury,5798.7,N/A,N/A
Burke,2011,Teen Birth Rate,84.3,76.9,91.8
Troup,2011,ER Visit Rate-All Other Unintentional Injury,7198.5,N/A,N/A
Macon,2011,ER Visit Rate-Falls,2172.9,N/A,N/A
Twiggs,2011,ER Visit Rate-All Other Unintentional Injury,3975.4,N/A,N/A
Turner,2011,ER Visit Rate-All Other Unintentional Injury,5498.6,N/A,N/A
Treutlen,2011,ER Visit Rate-All Other Unintentional Injury,4366.3,N/A,N/A
Jenkins,2011,ER Visit Rate-Falls,2528.2,N/A,N/A
Jackson,2011,ER Visit Rate-Falls,2512.4,N/A,N/A
Echols,2011,YPLL Rate,5468.5,3318.5,8488.0
Long,2011,% Children in Poverty,33.1,24.4,41.8
McDuffie,2011,YPLL Rate,10638.5,9167.8,12109.1
Miller,2011,YPLL Rate,12246.4,9296.9,15834.7
Taliaferro,2011,% Children in Poverty,38.8,28.3,49.3
Dougherty,2011,Mammography Rate,68.7117,59.7133,77.71
Gwinnett,2011,Teen Birth Rate,39.3,38.3,40.3
Early,2011,YPLL Rate,11604.0,9391.1,13817.0
Calhoun,2011,% Uninsured,19.8,16.0,23.6
Butts,2011,% Uninsured,20.0,16.2,23.8
Washington,2011,YPLL Rate,10146.5,8672.4,11620.7
Early,2011,Homicide Rate,8.3,3.3,17.1
Baldwin,2011,Teen Birth Rate,39.4,36.1,42.7
Ben Hill,2011,% Uninsured,21.0,17.1,24.9
Washington,2011,Mammography Rate,58.6667,41.3318,76.0016
Wayne,2011,YPLL Rate,11679.8,10264.3,13095.3
McIntosh,2011,ACSC Rate,54.3906,45.4445,63.3367
Long,2011,Teen Birth Rate,59.2,49.8,68.5
Meriwether,2011,Homicide Rate,5.6,2.6,10.7
Douglas,2011,Homicide Rate,6.7,4.9,8.6
Washington,2011,Homicide Rate,5.5,2.4,10.8
Meriwether,2011,% Children in Poverty,28.9,21.6,36.3
Jenkins,2011,YPLL Rate,12246.9,9727.9,15218.9
Lincoln,2011,% Uninsured,29.3,24.6,34.0
Berrien,2011,% Excessive Drinking,9.6,4.9,18.0
Toombs,2011,ER Visit Rate-All Other Unintentional Injury,6087.3,N/A,N/A
Lee,2011,% Uninsured,16.6,13.4,19.8
Lincoln,2011,% Children in Poverty,27.1,20.2,34.0
Wayne,2011,Mammography Rate,52.7273,39.1573,66.2972
Wayne,2011,ACSC Rate,112.1582,104.0052,120.3112
Bacon,2011,ER Visit Rate-All Other Unintentional Injury,5141.5,N/A,N/A
Calhoun,2011,Teen Birth Rate,104.3,86.6,122.0
Liberty,2011,% Excessive Drinking,19.8,14.2,26.9
Twiggs,2011,% Children in Poverty,29.7,22.1,37.3
Upson,2011,% Uninsured,18.6,15.0,22.2
Henry,2011,ACSC Rate,72.9126,69.5619,76.2634
Early,2011,ACSC Rate,93.6044,82.4391,104.7697
Lumpkin,2011,ER Visit Rate-Falls,2673.9,N/A,N/A
Effingham,2011,ER Visit Rate-All Other Unintentional Injury,4189.5,N/A,N/A
Floyd,2011,ER Visit Rate-All Other Unintentional Injury,5569.4,N/A,N/A
Macon,2011,% Uninsured,21.0,17.1,24.9
Morgan,2011,ER Visit Rate-Falls,3513.2,N/A,N/A
Butts,2011,ACSC Rate,96.8569,87.8979,105.816
Butts,2011,Mammography Rate,56.4356,41.7845,71.0868
Burke,2011,ER Visit Rate-Falls,2791.0,N/A,N/A
Peach,2011,Teen Birth Rate,63.9,58.0,69.9
Baker,2011,ER Visit Rate-Falls,2204.2,N/A,N/A
McIntosh,2011,ER Visit Rate-Falls,1609.0,N/A,N/A
Evans,2011,Mammography Rate,59.5745,37.5078,81.6412
Upson,2011,ER Visit Rate-Falls,4244.4,N/A,N/A
Turner,2011,ER Visit Rate-Falls,2647.9,N/A,N/A
Treutlen,2011,ER Visit Rate-Falls,2271.1,N/A,N/A
Towns,2011,ER Visit Rate-Falls,4306.9,N/A,N/A
Toombs,2011,ER Visit Rate-Falls,3513.9,N/A,N/A
Tift,2011,ER Visit Rate-Falls,2995.6,N/A,N/A
Thomas,2011,ER Visit Rate-Falls,2362.3,N/A,N/A
Murray,2011,ER Visit Rate-Falls,3842.6,N/A,N/A
Gordon,2011,ER Visit Rate-All Other Unintentional Injury,5517.7,N/A,N/A
Glascock,2011,ER Visit Rate-Falls,2918.3,N/A,N/A
Spalding,2011,ER Visit Rate-All Other Unintentional Injury,5900.1,N/A,N/A
Wilkinson,2011,ER Visit Rate-Falls,2848.4,N/A,N/A
Telfair,2011,Teen Birth Rate,84.1,71.9,96.2
Clarke,2011,ACSC Rate,53.5922,50.2805,56.904
Brantley,2011,ER Visit Rate-Falls,2526.3,N/A,N/A
Bleckley,2011,ER Visit Rate-Falls,3100.1,N/A,N/A
Berrien,2011,ER Visit Rate-Falls,3391.5,N/A,N/A
Banks,2011,ER Visit Rate-Falls,2651.9,N/A,N/A
Baldwin,2011,ER Visit Rate-Falls,2449.5,N/A,N/A
Cobb,2011,ER Visit Rate-All Other Unintentional Injury,2882.2,N/A,N/A
Bacon,2011,ER Visit Rate-Falls,3775.8,N/A,N/A
Bryan,2011,ER Visit Rate-Falls,2065.2,N/A,N/A
Meriwether,2011,ER Visit Rate-Falls,2808.0,N/A,N/A
Mitchell,2011,ER Visit Rate-Falls,2067.2,N/A,N/A
Peach,2011,% Excessive Drinking,6.1,2.3,15.1
Miller,2011,% Uninsured,24.5,20.1,28.9
Mitchell,2011,% Excessive Drinking,8.0,3.4,17.4
Chattooga,2011,ER Visit Rate-Falls,2401.3,N/A,N/A
Miller,2011,% Children in Poverty,40.9,31.0,50.8
Peach,2011,ER Visit Rate-Falls,2523.1,N/A,N/A
Ware,2011,ER Visit Rate-Falls,3586.1,N/A,N/A
Pickens,2011,ER Visit Rate-Falls,4378.7,N/A,N/A
Randolph,2011,ER Visit Rate-Falls,2474.2,N/A,N/A
Quitman,2011,ER Visit Rate-Falls,487.0,N/A,N/A
Screven,2011,ER Visit Rate-Falls,1893.2,N/A,N/A
Webster,2011,ER Visit Rate-Falls,1433.2,N/A,N/A
Wheeler,2011,ER Visit Rate-Falls,1927.2,N/A,N/A
Polk,2011,ER Visit Rate-Falls,5001.1,N/A,N/A
Montgomery,2011,ER Visit Rate-Falls,2382.8,N/A,N/A
Walton,2011,% Excessive Drinking,11.9,8.0,17.3
Schley,2011,ER Visit Rate-Falls,1812.7,N/A,N/A
Pierce,2011,ER Visit Rate-Falls,2930.2,N/A,N/A
Atkinson,2011,ER Visit Rate-Falls,1141.1,N/A,N/A
Seminole,2011,ER Visit Rate-Falls,2104.4,N/A,N/A
Pickens,2011,% Uninsured,21.7,17.8,25.6
Pike,2011,ER Visit Rate-Falls,2450.6,N/A,N/A
Morgan,2011,% Uninsured,21.8,17.9,25.7
Sumter,2011,ER Visit Rate-Falls,2460.7,N/A,N/A
Rabun,2011,ER Visit Rate-Falls,3017.1,N/A,N/A
Wilkes,2011,ER Visit Rate-Falls,3329.7,N/A,N/A
Putnam,2011,ER Visit Rate-Falls,3391.9,N/A,N/A
White,2011,ER Visit Rate-Falls,2500.6,N/A,N/A
Twiggs,2011,ER Visit Rate-Falls,2904.7,N/A,N/A
Colquitt,2011,Homicide Rate,12.5,8.6,16.5
Burke,2011,ACSC Rate,119.2545,108.5858,129.9231
Bryan,2011,Mammography Rate,68.8525,48.0291,89.6758
Douglas,2011,ER Visit Rate-All Other Unintentional Injury,5256.6,N/A,N/A
Muscogee,2011,ER Visit Rate-All Other Unintentional Injury,2729.9,N/A,N/A
Stewart,2011,ER Visit Rate-Falls,2419.6,N/A,N/A
Lowndes,2011,ER Visit Rate-All Other Unintentional Injury,4382.2,N/A,N/A
Dougherty,2011,ER Visit Rate-All Other Unintentional Injury,4907.8,N/A,N/A
Peach,2011,% Uninsured,23.2,19.3,27.1
Union,2011,ER Visit Rate-Falls,3998.3,N/A,N/A
Warren,2011,ER Visit Rate-Falls,2219.9,N/A,N/A
Seminole,2011,% Children in Poverty,37.7,27.9,47.5
Wayne,2011,ER Visit Rate-Falls,3185.3,N/A,N/A
Washington,2011,ER Visit Rate-Falls,1743.2,N/A,N/A
Murray,2011,% Excessive Drinking,6.0,2.9,12.0
McDuffie,2011,% Excessive Drinking,3.1,1.5,6.5
Pulaski,2011,ER Visit Rate-Falls,2343.4,N/A,N/A
Paulding,2011,% Children in Poverty,9.4,7.1,11.7
Oconee,2011,ER Visit Rate-Falls,1687.3,N/A,N/A
Paulding,2011,ER Visit Rate-Falls,2492.7,N/A,N/A
Richmond,2011,ER Visit Rate-Falls,2463.5,N/A,N/A
Spalding,2011,ER Visit Rate-Falls,3078.1,N/A,N/A
DeKalb,2011,ER Visit Rate-Falls,1634.5,N/A,N/A
Coweta,2011,ER Visit Rate-Falls,2168.5,N/A,N/A
Columbia,2011,ER Visit Rate-Falls,1653.2,N/A,N/A
Cobb,2011,ER Visit Rate-Falls,1767.0,N/A,N/A
Marion,2011,ER Visit Rate-All Other Unintentional Injury,2103.8,N/A,N/A
Grady,2011,ER Visit Rate-Falls,1995.6,N/A,N/A
Wilcox,2011,ER Visit Rate-All Other Unintentional Injury,3484.6,N/A,N/A
