County,Feature,Coefficient,Value
Chattooga,% Excessive Drinking,a,-345167.53716997185
Chattooga,% Excessive Drinking,b,341.3930861859966
Chattooga,% Excessive Drinking,c,-0.0844108068058631
Cherokee,% Excessive Drinking,a,110246.79422493266
Cherokee,% Excessive Drinking,b,-109.48419271723532
Cherokee,% Excessive Drinking,c,0.027185956520213495
Clarke,% Excessive Drinking,a,135278.86052097575
Clarke,% Excessive Drinking,b,-134.42864438313703
Clarke,% Excessive Drinking,c,0.03339953702800358
Clay,% Excessive Drinking,a,437159.26071518235
Clay,% Excessive Drinking,b,-433.6106136644806
Clay,% Excessive Drinking,c,0.10752489349073358
Clayton,% Excessive Drinking,a,-61531.17659868771
Clayton,% Excessive Drinking,b,60.65289604788654
Clayton,% Excessive Drinking,c,-0.014943366869282215
Clinch,% Excessive Drinking,a,205093.75795859308
Clinch,% Excessive Drinking,b,-203.18228023383793
Clinch,% Excessive Drinking,c,0.0503255006017298
Cobb,% Excessive Drinking,a,65565.26962733935
Cobb,% Excessive Drinking,b,-65.24521855605319
Cobb,% Excessive Drinking,c,0.01623569489977683
Coffee,% Excessive Drinking,a,247925.52353980733
Coffee,% Excessive Drinking,b,-245.9606813363805
Coffee,% Excessive Drinking,c,0.06100625453757402
Colquitt,% Excessive Drinking,a,-263903.9491743964
Colquitt,% Excessive Drinking,b,261.1070884036545
Colquitt,% Excessive Drinking,c,-0.06458117228021365
Columbia,% Excessive Drinking,a,-403903.86423153774
Columbia,% Excessive Drinking,b,399.8885217143736
Columbia,% Excessive Drinking,c,-0.0989737779036659
Cook,% Excessive Drinking,a,15168.103659985412
Cook,% Excessive Drinking,b,-15.305530279281111
Cook,% Excessive Drinking,c,0.0038633714403459862
Coweta,% Excessive Drinking,a,-50128.37337208104
Coweta,% Excessive Drinking,b,49.43051665076442
Coweta,% Excessive Drinking,c,-0.01218099627732272
Crawford,% Excessive Drinking,a,-396766.46590622136
Crawford,% Excessive Drinking,b,392.36194826795924
Crawford,% Excessive Drinking,c,-0.09699742202775496
Crisp,% Excessive Drinking,a,-234109.542732513
Crisp,% Excessive Drinking,b,231.4317255404672
Crisp,% Excessive Drinking,c,-0.05719277856903204
Dade,% Excessive Drinking,a,-453304.2172339993
Dade,% Excessive Drinking,b,448.62876691157936
Dade,% Excessive Drinking,c,-0.11099581790546154
Dawson,% Excessive Drinking,a,1720878.497974284
Dawson,% Excessive Drinking,b,-1704.1758646641113
Dawson,% Excessive Drinking,c,0.4219129198609153
DeKalb,% Excessive Drinking,a,-46499.23465515047
DeKalb,% Excessive Drinking,b,45.911766959986274
DeKalb,% Excessive Drinking,c,-0.01132879940163889
Decatur,% Excessive Drinking,a,-225122.74024352006
Decatur,% Excessive Drinking,b,222.7509018794253
Decatur,% Excessive Drinking,c,-0.055097452828420046
Dodge,% Excessive Drinking,a,91406.52915873528
Dodge,% Excessive Drinking,b,-90.86500460623505
Dodge,% Excessive Drinking,c,0.02258511724642176
Dooly,% Excessive Drinking,a,-169125.5462693212
Dooly,% Excessive Drinking,b,166.85813569114205
Dooly,% Excessive Drinking,c,-0.04115126479962328
Dougherty,% Excessive Drinking,a,80072.65308783647
Dougherty,% Excessive Drinking,b,-79.52068170376496
Dougherty,% Excessive Drinking,c,0.01974608449594939
Douglas,% Excessive Drinking,a,-77516.400889563
Douglas,% Excessive Drinking,b,76.2486439748203
Douglas,% Excessive Drinking,c,-0.01874591171889506
Early,% Excessive Drinking,a,-20849.453552128143
Early,% Excessive Drinking,b,20.141496297115953
Early,% Excessive Drinking,c,-0.004858193340201211
Echols,% Excessive Drinking,a,24858.654792330613
Echols,% Excessive Drinking,b,-24.809428597196924
Echols,% Excessive Drinking,c,0.006193663023562834
Effingham,% Excessive Drinking,a,50008.38057234681
Effingham,% Excessive Drinking,b,-49.81656719786413
Effingham,% Excessive Drinking,c,0.012410411796800247
Elbert,% Excessive Drinking,a,-244599.7039101408
Elbert,% Excessive Drinking,b,241.92477771752655
Elbert,% Excessive Drinking,c,-0.05981600118775532
Emanuel,% Excessive Drinking,a,-137618.34294617947
Emanuel,% Excessive Drinking,b,135.84764009818534
Emanuel,% Excessive Drinking,c,-0.03352100976931638
Evans,% Excessive Drinking,a,-196027.63560530962
Evans,% Excessive Drinking,b,193.9154637713273
Evans,% Excessive Drinking,c,-0.0479529037493478
Fannin,% Excessive Drinking,a,247105.1215124752
Fannin,% Excessive Drinking,b,-245.54247207420764
Fannin,% Excessive Drinking,c,0.06100058670381259
Fayette,% Excessive Drinking,a,260089.394162752
Fayette,% Excessive Drinking,b,-257.97944956712684
Fayette,% Excessive Drinking,c,0.06397541550097685
Floyd,% Excessive Drinking,a,-170797.03915804153
Floyd,% Excessive Drinking,b,168.67039408719015
Floyd,% Excessive Drinking,c,-0.04163837823546146
Forsyth,% Excessive Drinking,a,60303.95475362727
Forsyth,% Excessive Drinking,b,-59.80489950566052
Forsyth,% Excessive Drinking,c,0.014831932470002585
Franklin,% Excessive Drinking,a,-229685.49409122262
Franklin,% Excessive Drinking,b,226.83210153804706
Franklin,% Excessive Drinking,c,-0.05599918952145799
Fulton,% Excessive Drinking,a,-48506.3945748731
Fulton,% Excessive Drinking,b,47.9142865683463
Fulton,% Excessive Drinking,c,-0.01182769580439924
Gilmer,% Excessive Drinking,a,-123963.94298912877
Gilmer,% Excessive Drinking,b,122.0340577761472
Gilmer,% Excessive Drinking,c,-0.030028492334537304
Glascock,% Excessive Drinking,a,253484.12779353623
Glascock,% Excessive Drinking,b,-251.35499441758358
Glascock,% Excessive Drinking,c,0.06231479536518236
Glynn,% Excessive Drinking,a,137334.14831877925
Glynn,% Excessive Drinking,b,-136.35319687595862
Glynn,% Excessive Drinking,c,0.03384848525766415
Gordon,% Excessive Drinking,a,-258023.8841203657
Gordon,% Excessive Drinking,b,255.39078605329402
Gordon,% Excessive Drinking,c,-0.06319202619675934
Grady,% Excessive Drinking,a,-127004.9450559958
Grady,% Excessive Drinking,b,125.22896320559518
Grady,% Excessive Drinking,c,-0.030865333107513493
Greene,% Excessive Drinking,a,224478.98509444643
Greene,% Excessive Drinking,b,-223.09526988391505
Greene,% Excessive Drinking,c,0.055432603095539434
Gwinnett,% Excessive Drinking,a,-57811.799540234286
Gwinnett,% Excessive Drinking,b,57.2307012350171
Gwinnett,% Excessive Drinking,c,-0.014159943356325755
Habersham,% Excessive Drinking,a,-378293.68084866146
Habersham,% Excessive Drinking,b,374.10740932127976
Habersham,% Excessive Drinking,c,-0.09248750636157865
Hall,% Excessive Drinking,a,-166108.4124331806
Hall,% Excessive Drinking,b,164.4199274400962
Hall,% Excessive Drinking,c,-0.040682948225281734
Hancock,% Excessive Drinking,a,261470.60143412228
Hancock,% Excessive Drinking,b,-259.37181753955696
Hancock,% Excessive Drinking,c,0.06432527564504653
Haralson,% Excessive Drinking,a,-50079.75191380394
Haralson,% Excessive Drinking,b,49.46789389213613
Haralson,% Excessive Drinking,c,-0.012211511874482994
Harris,% Excessive Drinking,a,-96264.90458312056
Harris,% Excessive Drinking,b,95.1669960359394
Harris,% Excessive Drinking,c,-0.023515848111074433
Hart,% Excessive Drinking,a,124657.5947236521
Hart,% Excessive Drinking,b,-123.97930905707706
Hart,% Excessive Drinking,c,0.030829307616102142
Heard,% Excessive Drinking,a,-1150531.4025428384
Heard,% Excessive Drinking,b,1138.8922555744161
Heard,% Excessive Drinking,c,-0.28183821909260587
Henry,% Excessive Drinking,a,-243691.42405666152
Henry,% Excessive Drinking,b,241.32126535624568
Henry,% Excessive Drinking,c,-0.05973968947660069
Houston,% Excessive Drinking,a,-85866.4228098841
Houston,% Excessive Drinking,b,84.76194691507938
Houston,% Excessive Drinking,c,-0.0209137361160856
Irwin,% Excessive Drinking,a,-396335.16566388024
Irwin,% Excessive Drinking,b,392.0149664803886
Irwin,% Excessive Drinking,c,-0.096931551293153
Jackson,% Excessive Drinking,a,-476733.49278496247
Jackson,% Excessive Drinking,b,471.6540596184389
Jackson,% Excessive Drinking,c,-0.1166525910361429
Jasper,% Excessive Drinking,a,280103.40147868963
Jasper,% Excessive Drinking,b,-277.8598962246746
Jasper,% Excessive Drinking,c,0.06891216363379726
Jeff Davis,% Excessive Drinking,a,-21923.090370230882
Jeff Davis,% Excessive Drinking,b,21.549598718792605
Jeff Davis,% Excessive Drinking,c,-0.00529151687340601
Jefferson,% Excessive Drinking,a,-108844.58456930207
Jefferson,% Excessive Drinking,b,107.33389094059429
Jefferson,% Excessive Drinking,c,-0.026457318536827756
Jenkins,% Excessive Drinking,a,-556650.1470402277
Jenkins,% Excessive Drinking,b,550.8344748379473
Jenkins,% Excessive Drinking,c,-0.13626630093756376
Johnson,% Excessive Drinking,a,94754.06338386913
Johnson,% Excessive Drinking,b,-94.0033228086124
Johnson,% Excessive Drinking,c,0.023318379508765474
Jones,% Excessive Drinking,a,32340.25394027361
Jones,% Excessive Drinking,b,-32.400519720624025
Jones,% Excessive Drinking,c,0.008118169252966823
Lamar,% Excessive Drinking,a,48815.61011746057
Lamar,% Excessive Drinking,b,-48.657561243462915
Lamar,% Excessive Drinking,c,0.012128380673139816
Lanier,% Excessive Drinking,a,-145751.35066999265
Lanier,% Excessive Drinking,b,144.2393008305765
Lanier,% Excessive Drinking,c,-0.03568176335895146
Laurens,% Excessive Drinking,a,-35047.64115847224
Laurens,% Excessive Drinking,b,34.21134954914375
Laurens,% Excessive Drinking,c,-0.008343632166315729
Lee,% Excessive Drinking,a,-291668.2047471478
Lee,% Excessive Drinking,b,288.64845842546134
Lee,% Excessive Drinking,c,-0.07141049958408985
Liberty,% Excessive Drinking,a,114795.56701263865
Liberty,% Excessive Drinking,b,-113.43303326039678
Liberty,% Excessive Drinking,c,0.02802564656653317
Lincoln,% Excessive Drinking,a,-280208.35924117133
Lincoln,% Excessive Drinking,b,276.7066148567307
Lincoln,% Excessive Drinking,c,-0.06830790508007567
Long,% Excessive Drinking,a,-533163.8969306018
Long,% Excessive Drinking,b,528.0276438471951
Long,% Excessive Drinking,c,-0.13073086686495117
Lowndes,% Excessive Drinking,a,-40013.38186137563
Lowndes,% Excessive Drinking,b,39.519399164542556
Lowndes,% Excessive Drinking,c,-0.009753967011668863
Lumpkin,% Excessive Drinking,a,-358136.62883214175
Lumpkin,% Excessive Drinking,b,354.4631922246395
Lumpkin,% Excessive Drinking,c,-0.08770233561654095
Macon,% Excessive Drinking,a,124704.19205576157
Macon,% Excessive Drinking,b,-123.77788398901819
Macon,% Excessive Drinking,c,0.03071769354464493
Madison,% Excessive Drinking,a,-172784.3131595616
Madison,% Excessive Drinking,b,170.84218013866055
Madison,% Excessive Drinking,c,-0.04222620748561212
Marion,% Excessive Drinking,a,418670.47712341533
Marion,% Excessive Drinking,b,-415.0743254515777
Marion,% Excessive Drinking,c,0.10288058400078626
McDuffie,% Excessive Drinking,a,-518278.91899661964
McDuffie,% Excessive Drinking,b,512.7976311239158
McDuffie,% Excessive Drinking,c,-0.12683981102190955
McIntosh,% Excessive Drinking,a,-216687.04390313875
McIntosh,% Excessive Drinking,b,214.00259027529407
McIntosh,% Excessive Drinking,c,-0.052833750979573324
Meriwether,% Excessive Drinking,a,279509.7031614234
Meriwether,% Excessive Drinking,b,-277.2669479213991
Meriwether,% Excessive Drinking,c,0.06876376774050641
Miller,% Excessive Drinking,a,-450765.92836836464
Miller,% Excessive Drinking,b,445.7717967837121
Miller,% Excessive Drinking,c,-0.11020424557608521
Mitchell,% Excessive Drinking,a,-227116.43859848139
Mitchell,% Excessive Drinking,b,224.56608122268014
Mitchell,% Excessive Drinking,c,-0.05550750379154579
Monroe,% Excessive Drinking,a,87967.62685097987
Monroe,% Excessive Drinking,b,-87.49611344360882
Monroe,% Excessive Drinking,c,0.021760329360688502
Montgomery,% Excessive Drinking,a,-263533.9222120493
Montgomery,% Excessive Drinking,b,260.56004531682913
Montgomery,% Excessive Drinking,c,-0.06440080541420912
Morgan,% Excessive Drinking,a,-58879.83526218773
Morgan,% Excessive Drinking,b,57.608714982150225
Morgan,% Excessive Drinking,c,-0.014085078040409371
Murray,% Excessive Drinking,a,-445522.82382495096
Murray,% Excessive Drinking,b,441.0242316364871
Murray,% Excessive Drinking,c,-0.10913847859586667
Muscogee,% Excessive Drinking,a,216937.92068886376
Muscogee,% Excessive Drinking,b,-214.91093351018745
Muscogee,% Excessive Drinking,c,0.05322961438426432
Newton,% Excessive Drinking,a,-64417.48553093681
Newton,% Excessive Drinking,b,63.545235040602144
Newton,% Excessive Drinking,c,-0.01566726491588355
Oconee,% Excessive Drinking,a,-112617.11127470265
Oconee,% Excessive Drinking,b,111.01440123422765
Oconee,% Excessive Drinking,c,-0.027353503673566593
Oglethorpe,% Excessive Drinking,a,254820.12118482913
Oglethorpe,% Excessive Drinking,b,-252.60182587203613
Oglethorpe,% Excessive Drinking,c,0.06260458268729963
Paulding,% Excessive Drinking,a,-183754.0527152942
Paulding,% Excessive Drinking,b,181.49995494603473
Paulding,% Excessive Drinking,c,-0.04481375574340518
Peach,% Excessive Drinking,a,-419522.2126389085
Peach,% Excessive Drinking,b,415.13831608742316
Peach,% Excessive Drinking,c,-0.10269622046223503
Pickens,% Excessive Drinking,a,97008.3406515932
Pickens,% Excessive Drinking,b,-96.90244422029582
Pickens,% Excessive Drinking,c,0.024201632684096808
Pierce,% Excessive Drinking,a,60630.12736581676
Pierce,% Excessive Drinking,b,-60.33592180373923
Pierce,% Excessive Drinking,c,0.01501443850132489
Pike,% Excessive Drinking,a,-850242.6788391882
Pike,% Excessive Drinking,b,841.5272369674801
Pike,% Excessive Drinking,c,-0.20822053593042256
Polk,% Excessive Drinking,a,-386577.6747548585
Polk,% Excessive Drinking,b,382.4609147350658
Polk,% Excessive Drinking,c,-0.09459287178771092
Pulaski,% Excessive Drinking,a,-37100.62219359364
Pulaski,% Excessive Drinking,b,36.23564227636117
Pulaski,% Excessive Drinking,c,-0.008842500682263221
Putnam,% Excessive Drinking,a,-24153.745486444124
Putnam,% Excessive Drinking,b,23.39537561764081
Putnam,% Excessive Drinking,c,-0.005658602704318838
Quitman,% Excessive Drinking,a,419429.7632447783
Quitman,% Excessive Drinking,b,-416.13239030439877
Quitman,% Excessive Drinking,c,0.10321777620464445
Rabun,% Excessive Drinking,a,-29214.570295536156
Rabun,% Excessive Drinking,b,28.16518318180148
Rabun,% Excessive Drinking,c,-0.006779531995242394
Randolph,% Excessive Drinking,a,-251728.70487988472
Randolph,% Excessive Drinking,b,248.74909238694644
Randolph,% Excessive Drinking,c,-0.061447986731110404
Richmond,% Excessive Drinking,a,221088.7757148825
Richmond,% Excessive Drinking,b,-219.04879605416076
Richmond,% Excessive Drinking,c,0.054260635696152804
Rockdale,% Excessive Drinking,a,221345.4080805392
Rockdale,% Excessive Drinking,b,-219.5242874275076
Rockdale,% Excessive Drinking,c,0.05443279184609651
Schley,% Excessive Drinking,a,256966.9983424302
Schley,% Excessive Drinking,b,-254.8552312514757
Schley,% Excessive Drinking,c,0.06319387165976309
Screven,% Excessive Drinking,a,-164849.9585665851
Screven,% Excessive Drinking,b,162.74544979417954
Screven,% Excessive Drinking,c,-0.040163016427470666
Seminole,% Excessive Drinking,a,-288670.3149390435
Seminole,% Excessive Drinking,b,285.2586713085012
Seminole,% Excessive Drinking,c,-0.07046794398252132
Spalding,% Excessive Drinking,a,-30406.680984157443
Spalding,% Excessive Drinking,b,29.650986191434434
Spalding,% Excessive Drinking,c,-0.007223118158677266
Stephens,% Excessive Drinking,a,-281442.24037304876
Stephens,% Excessive Drinking,b,278.0670922180933
Stephens,% Excessive Drinking,c,-0.06867869259730242
Stewart,% Excessive Drinking,a,240551.2177048009
Stewart,% Excessive Drinking,b,-238.52276836204564
Stewart,% Excessive Drinking,c,0.05913107186046318
Sumter,% Excessive Drinking,a,388944.7302367466
Sumter,% Excessive Drinking,b,-385.64447639466493
Sumter,% Excessive Drinking,c,0.09559608499858996
Talbot,% Excessive Drinking,a,261250.7562228385
Talbot,% Excessive Drinking,b,-259.1640714585563
Talbot,% Excessive Drinking,c,0.06427644593736659
Taliaferro,% Excessive Drinking,a,227377.80916049142
Taliaferro,% Excessive Drinking,b,-225.86148659769154
Taliaferro,% Excessive Drinking,c,0.05609122371632225
Tattnall,% Excessive Drinking,a,47495.44403593266
Tattnall,% Excessive Drinking,b,-47.16824609974234
Tattnall,% Excessive Drinking,c,0.011714639535149729
Taylor,% Excessive Drinking,a,327918.9307087071
Taylor,% Excessive Drinking,b,-325.1317368746064
Taylor,% Excessive Drinking,c,0.08059517991284793
Telfair,% Excessive Drinking,a,-207055.65715172337
Telfair,% Excessive Drinking,b,204.59351604890946
Telfair,% Excessive Drinking,c,-0.050536352418049546
Terrell,% Excessive Drinking,a,206434.85459486707
Terrell,% Excessive Drinking,b,-204.8832299823062
Terrell,% Excessive Drinking,c,0.050838590074960166
Thomas,% Excessive Drinking,a,-119590.76368780197
Thomas,% Excessive Drinking,b,118.16247885577339
Thomas,% Excessive Drinking,c,-0.029184033322167124
Tift,% Excessive Drinking,a,-232440.0405318838
Tift,% Excessive Drinking,b,229.51003606264752
Tift,% Excessive Drinking,c,-0.05665009320622971
Toombs,% Excessive Drinking,a,36058.48719339434
Toombs,% Excessive Drinking,b,-36.11298661236567
